group id,image id,fish index,species,length,width,area,gripping points,center point,orientations,avg hsv
7,29,5,haddock,385.777837,137.3826772,30021.0,"[[693, 261, 0.0], [636, 136, 0.0]]","[673, 217, 0.0]","(139.87927378300674, 137.27661498197082)",[ 42.82120304  17.74161162 135.26671129]
7,29,6,cod,325.97736,90.80198236,18395.0,"[[926, 200, 11.072363180307557], [952, 113, 11.072363180307557]]","[939, 157, 11.072363180307557]","(-164.24882633654698, -159.0674646348969)",[ 41.12787276  33.2488668  106.47149105]
7,29,7,haddock,287.0819108,63.0634601,12343.0,"[[227, 101, 0.0], [211, 40, 0.0]]","[219, 70, 0.0]","(160.98632561147022, 158.69068940282742)",[ 54.1735007   10.38940028 158.23012552]
7,3,1,haddock,330.9930965,68.02940541,11923.0,"[[361, 880, 11.314196717362556], [389, 818, 11.314196717362556]]","[374, 851, 11.314196717362556]","(-157.67134362198084, -163.79097507219203)",[ 63.4880453   35.30725671 122.29208613]
7,3,3,whiting,393.8827344,96.7729301,25288.0,"[[805, 609, 11.158875035589219], [711, 632, 11.158875035589219]]","[759, 620, 11.158875035589219]","(75.64474101184663, -103.79948539601936)",[ 64.17609817  31.71225769 130.76724757]
7,3,4,horse_mackerel,427.263446,72.0624729,19782.0,"[[937, 621, 11.170427957531292], [865, 624, 11.170427957531292]]","[912, 622, 11.170427957531292]","(87.9626693031801, -91.97493401088198)",[50.87810997 29.6569517  74.73443446]
7,3,5,haddock,381.2160349,57.0,16207.5,"[[266, 566, 0.0], [323, 566, 0.0]]","[288, 566, 0.0]","(-95.9061411137705, 96.48307369289725)",[ 20.85114215  40.9054888  112.69557216]
7,3,6,cod,332.0102781,53.00943312,12510.5,"[[217, 354, 0.0], [164, 355, 0.0]]","[187, 355, 0.0]","(92.30210829243663, -96.48307369289725)",[ 13.26455473  51.42576558 106.42393523]
7,3,7,hake,412.8284221,87.658428,20359.0,"[[811, 290, 0.0], [851, 368, 0.0]]","[825, 318, 0.0]","(-34.2157021324374, -26.943652139192316)",[ 51.6704131   20.3261515  102.25031809]
7,3,8,horse_mackerel,479.7848717,73.02739212,37731.0,"[[456, 90, 11.241994060203034], [454, 163, 11.241994060203034]]","[455, 110, 11.241994060203034]","(5.984952315115409, 176.51672853100231)",[ 92.4233939   13.37751961 154.69715023]
7,30,1,whiting,406.6904976,65.51335742,24050.5,"[[320, 793, 0.0], [306, 857, 0.0]]","[313, 825, 0.0]","(8.492729028118491, -163.83985330743639)",[ 74.6021824   21.35666281 128.49642289]
7,30,2,haddock,370.3860517,59.8414572,16470.0,"[[695, 804, 0.0], [754, 814, 0.0]]","[713, 807, 0.0]","(-84.05848020624722, 103.66115370690552)",[ 49.40737133  20.64916957 131.52173467]
7,30,3,horse_mackerel,465.6597061,82.00609733,27038.5,"[[893, 722, 11.11568225897346], [972, 700, 11.11568225897346]]","[935, 710, 11.11568225897346]","(-104.145795494103, -110.72555886556053)",[52.11988482 31.13514638 71.04895217]
7,30,4,haddock,323.5471015,52.92447449,10569.5,"[[353, 517, 10.673479448807742], [402, 537, 10.673479448807742]]","[375, 526, 10.673479448807742]","(-66.59091895824945, -62.671050361992016)",[ 21.79595333  38.60936608 114.91001061]
7,30,5,horse_mackerel,388.9652654,53.25410782,14066.0,"[[615, 412, 9.556027883325443], [659, 442, 9.556027883325443]]","[637, 427, 9.556027883325443]","(-52.148919467879296, -54.78240703180728)",[24.39341515 70.57868902 76.30679437]
7,30,6,cod,301.5561661,65.03076195,11987.0,"[[376, 259, 11.063616302126274], [378, 194, 11.063616302126274]]","[377, 228, 11.063616302126274]","(179.3219750892487, 5.194428907734806)",[42.24922299 37.97932779 96.92164799]
7,30,7,cod,322.34257,110.317723,22032.5,"[[659, 164, 0.0], [736, 243, 0.0]]","[694, 200, 0.0]","(-56.82148834060725, -50.64331828053398)",[ 29.49137829  37.97649344 116.68751734]
7,31,1,cod,253.3608091,55.22680509,9260.5,"[[392, 782, 0.0], [345, 811, 0.0]]","[367, 797, 0.0]","(58.749048983419314, 51.568764121821125)",[ 23.88369006  11.77534428 146.99269952]
7,31,2,whiting,412.5204841,77.89736838,23914.0,"[[862, 782, 11.157141078251703], [810, 724, 11.157141078251703]]","[835, 752, 11.157141078251703]","(140.1345274350345, 137.02136494035605)",[44.82759185 41.73979216 98.17339007]
7,31,3,horse_mackerel,430.096294,120.569482,27588.0,"[[590, 614, 0.0], [651, 718, 0.0]]","[617, 660, 0.0]","(-32.391393206633765, 151.8471994364671)",[ 52.16465295  42.94688146 116.24059359]
7,31,4,cod,332.1038222,59.48108943,12540.5,"[[346, 612, 0.0], [319, 559, 0.0]]","[335, 590, 0.0]","(151.1761933616084, 148.5704343851615)",[33.27529265 25.33185578 87.56344623]
7,31,5,horse_mackerel,356.2512437,88.58893836,21635.5,"[[888, 426, 11.166163238519518], [846, 348, 11.166163238519518]]","[867, 387, 11.166163238519518]","(157.4926118990587, -34.58214425073332)",[22.00979569 47.49258326 98.27176043]
7,31,6,haddock,338.9507708,81.4002457,16107.0,"[[317, 340, 0.0], [268, 405, 0.0]]","[295, 369, 0.0]","(32.89101501677102, 35.942111871382345)",[30.00705682 42.97449    87.61094213]
7,31,7,other,168.5875308,50.35871325,5920.0,"[[713, 278, 0.0], [707, 228, 0.0]]","[710, 252, 0.0]","(180.0, -14.743562836470735)",[ 32.52236008  29.2619796  123.6116901 ]
7,31,8,other,206.2123001,59.41380311,7624.0,"[[653, 211, 9.55852558843292], [660, 152, 9.55852558843292]]","[656, 187, 9.55852558843292]","(178.37885408634656, 14.45242825109298)",[ 28.72341575   5.89717606 158.77516552]
7,31,9,cod,282.3831638,51.2445119,9829.5,"[[530, 132, 11.121423890952185], [481, 147, 11.121423890952185]]","[510, 138, 11.121423890952185]","(67.65935204000587, 72.60248711439495)",[ 28.44071998   9.79640009 158.56391464]
7,32,1,haddock,346.6378029,50.15974482,13040.0,"[[577, 744, 11.231560005677089], [573, 694, 11.231560005677089]]","[574, 706, 11.231560005677089]","(177.83308531681337, -7.829076510059607)",[ 43.57983629  29.02778418 126.01020291]
7,32,2,horse_mackerel,417.0107649,104.8093507,25642.5,"[[743, 391, 0.0], [756, 495, 0.0]]","[749, 440, 0.0]","(-7.062602670415773, 173.32553095288245)",[36.21449585 28.41996523 81.37797539]
7,32,3,cod,306.2934544,60.74537019,11526.0,"[[266, 417, 0.0], [245, 360, 0.0]]","[256, 390, 0.0]","(158.88962452104886, 153.1260796881701)",[42.33825111 43.12770862 92.72575688]
7,32,4,haddock,325.5684157,162.3360712,31058.5,"[[741, 123, 0.0], [798, 275, 0.0]]","[765, 188, 0.0]","(-28.254249461679912, 167.62784474948174)",[ 43.44803335  16.85613816 134.67257465]
7,32,5,horse_mackerel,358.6904038,65.0,14034.5,"[[387, 263, 11.083402487820258], [443, 230, 11.083402487820258]]","[418, 245, 11.083402487820258]","(-119.50699983069309, -114.94976312860335)",[17.62205283 67.91573598 80.11126869]
7,32,6,cod,262.9126739,77.82673063,12242.5,"[[524, 96, 11.189380895073448], [455, 132, 11.189380895073448]]","[493, 112, 11.189380895073448]","(57.313063458989454, 55.278719804132265)",[ 37.20695157  46.37144443 101.5992091 ]
7,32,7,whiting,414.0296899,65.3911309,22721.0,"[[139, 196, 0.0], [199, 222, 0.0]]","[168, 209, 0.0]","(-66.4713683239146, -58.20592798166847)",[ 40.40331047  36.4077934  112.51860225]
7,33,1,haddock,256.9896352,66.18912297,13913.0,"[[185, 831, 0.0], [155, 890, 0.0]]","[174, 853, 0.0]","(24.22774531795417, -150.36846332179613)",[ 61.46374189  20.66625062 131.75842486]
7,33,2,cod,296.0889028,60.0,11792.5,"[[730, 795, 0.0], [694, 843, 0.0]]","[710, 822, 0.0]","(34.07719528013074, 38.49437335431632)",[ 49.28598279  38.60160486 104.55953155]
7,33,3,cod,322.5801281,54.12023651,11543.5,"[[459, 758, 11.305701418302835], [444, 706, 11.305701418302835]]","[453, 737, 11.305701418302835]","(159.07549825507886, 165.6577739696064)",[23.81623107 44.15614791 98.90295515]
7,33,4,haddock,257.7215829,65.62011887,11868.0,"[[825, 626, 11.17848718657524], [834, 691, 11.17848718657524]]","[830, 661, 11.17848718657524]","(-12.699584489597365, -19.844627566131656)",[ 33.57798829  28.37377974 119.12213464]
7,33,5,whiting,419.4628328,67.2086304,20219.5,"[[543, 546, 10.964110085203364], [494, 500, 10.964110085203364]]","[515, 520, 10.964110085203364]","(134.3452195977323, 131.0320818620131)",[ 48.58974911  41.22786935 119.83496148]
7,33,6,horse_mackerel,340.8237754,71.02112362,14344.5,"[[873, 408, 11.21013658255306], [911, 468, 11.21013658255306]]","[896, 444, 11.21013658255306]","(-28.168331241758494, -20.43895591491303)",[25.63299763 62.27494076 76.982109  ]
7,33,7,other,247.1417466,0.0,11584.5,"[[749, 279, 0.0], [749, 279, 0.0]]","[750, 278, 0.0]","(-168.8571101416607, 56.59217541029108)",[ 33.17955131   6.88157411 156.72511953]
7,33,8,other,174.0564296,54.23098745,6650.5,"[[669, 163, 9.579880794704975], [664, 217, 9.579880794704975]]","[666, 193, 9.579880794704975]","(12.319445256636604, 179.32596310201552)",[ 27.82058047   9.9307702  158.65824852]
7,33,9,horse_mackerel,420.3710845,96.54014709,27483.0,"[[876, 174, 0.0], [898, 80, 0.0]]","[887, 128, 0.0]","(-163.61045966596524, -157.08717160322837)",[50.05109234 27.43532071 91.80940594]
7,35,1,cod,291.0518319,81.15417426,14772.0,"[[733, 762, 11.205351187960996], [702, 837, 11.205351187960996]]","[718, 798, 11.205351187960996]","(24.893765201640665, 29.188629069861555)",[ 34.8223208   26.98529068 111.8307845 ]
7,35,2,haddock,308.2875442,70.09279564,14017.5,"[[279, 761, 8.92028430860871], [227, 808, 8.92028430860871]]","[249, 788, 8.92028430860871]","(50.11041756103123, 51.75053946217898)",[ 72.85913303  29.50071522 111.59133031]
7,35,3,cod,267.6529115,69.87131028,12224.5,"[[450, 692, 11.264272364758767], [461, 623, 11.264272364758767]]","[456, 653, 11.264272364758767]","(-168.84534026107173, 7.0093842566212485)",[ 44.2376541   42.93900093 107.92888192]
7,35,4,haddock,306.2838225,63.00793601,12847.0,"[[805, 584, 11.150732841544876], [806, 647, 11.150732841544876]]","[806, 623, 11.150732841544876]","(9.062856114342924, 167.7352262721076)",[ 43.06604083  18.93468128 120.855708  ]
7,35,5,whiting,412.7486166,74.14849965,21149.0,"[[449, 477, 11.237901482437398], [436, 404, 11.237901482437398]]","[443, 443, 11.237901482437398]","(168.83200558288968, -9.19358224861307)",[ 52.82589618  22.85532743 130.144507  ]
7,35,6,horse_mackerel,375.5338907,77.23341246,18234.0,"[[840, 360, 0.0], [834, 437, 0.0]]","[837, 396, 0.0]","(-0.5232345821841841, -169.69515353123398)",[29.49323656 45.43418014 73.61785361]
7,35,7,horse_mackerel,511.8760986,64.93843238,37027.0,"[[819, 173, 0.0], [808, 109, 0.0]]","[817, 162, 0.0]","(173.1146021498277, -11.53929786012519)",[ 32.22758572  22.51285835 104.41540191]
7,36,1,cod,312.8350724,48.16637832,9917.5,"[[415, 661, 0.0], [447, 697, 0.0]]","[426, 674, 0.0]","(-48.50353164478446, -42.38665372469076)",[ 25.71282051  36.50144231 109.34991987]
7,36,2,cod,346.8168447,48.33218389,13918.0,"[[195, 492, 0.0], [239, 472, 0.0]]","[215, 483, 0.0]","(-113.87076688722189, -118.7126366053765)",[30.02286754 44.21087507 97.3436627 ]
7,36,3,whiting,344.2557996,68.35202996,14860.0,"[[742, 458, 0.0], [678, 434, 0.0]]","[705, 444, 0.0]","(115.12312780539672, 120.1916229609576)",[ 64.62688548   5.2046579  150.35187643]
7,36,4,other,276.2696524,25.3179778,6984.0,"[[997, 377, 11.133078732119024], [972, 381, 11.133078732119024]]","[986, 379, 11.133078732119024]","(78.77110817846128, -95.42059528376237)",[27.66054092 34.25880721 90.68172677]
7,36,5,horse_mackerel,445.2761204,92.02173656,24430.0,"[[898, 493, 10.792406094216414], [990, 495, 10.792406094216414]]","[938, 494, 10.792406094216414]","(-93.61862948014438, 97.79207807821842)",[ 24.91161284  27.39404678 124.70233877]
7,36,6,haddock,224.7084614,59.09314681,8198.0,"[[497, 327, 11.067230678091383], [443, 303, 11.067230678091383]]","[474, 317, 11.067230678091383]","(110.49734054800183, 113.33404127670977)",[ 62.2194388   17.79615445 136.09312959]
7,36,7,horse_mackerel,406.7254007,50.03998401,15046.5,"[[301, 236, 0.0], [351, 238, 0.0]]","[326, 237, 0.0]","(-92.81137359452653, 97.24186685891621)",[24.34325824 53.78246349 63.22489528]
7,36,8,haddock,332.3575659,0.0,23080.5,"[[678, 113, 0.0], [678, 113, 0.0]]","[678, 114, 0.0]","(-37.959283412995354, -41.689058485388564)",[ 42.10677664  21.88861644 127.11439293]
7,37,1,horse_mackerel,431.1659849,89.08984229,24751.5,"[[466, 853, 0.0], [462, 764, 0.0]]","[464, 809, 0.0]","(174.45022057678125, 0.31308857502065557)",[55.89035963 25.00686347 86.49171832]
7,37,2,horse_mackerel,425.1204881,64.41273166,20008.5,"[[833, 597, 11.139893012439716], [776, 567, 11.139893012439716]]","[801, 580, 11.139893012439716]","(115.44374671151125, 118.85150844886687)",[26.20419341 64.87317073 76.19011553]
7,37,3,whiting,415.2363279,98.49365462,29118.0,"[[937, 571, 0.0], [1032, 597, 0.0]]","[981, 583, 0.0]","(-73.32615282973003, 103.05930902582533)",[ 29.47614841  35.83253407 108.09483847]
7,37,4,haddock,326.4422427,66.06814664,13833.5,"[[358, 539, 0.0], [424, 536, 0.0]]","[393, 537, 0.0]","(-88.40885972880542, 82.14668669802178)",[ 61.33315145  27.30063023 114.81851417]
7,37,5,other,181.3286461,72.69112738,7264.5,"[[663, 217, 9.514976533562322], [673, 145, 9.514976533562322]]","[667, 191, 9.514976533562322]","(-179.3839400916008, 15.767182542475682)",[ 29.45722681   9.13865974 154.02113233]
7,37,6,haddock,307.6367404,47.50789408,10813.5,"[[286, 226, 0.0], [322, 257, 0.0]]","[300, 238, 0.0]","(-49.54533530874883, -44.75618964389592)",[ 28.10372256  31.4074133  118.23560293]
7,37,7,cod,368.5081298,82.3468275,21398.0,"[[845, 267, 11.050287241115653], [770, 233, 11.050287241115653]]","[801, 247, 11.050287241115653]","(118.15988128466064, 114.54368623672197)",[ 30.33938921  33.05610588 106.69172592]
7,37,8,cod,298.4614112,62.42595614,13219.0,"[[214, 128, 0.0], [163, 92, 0.0]]","[193, 113, 0.0]","(120.37912601136834, 126.52885536698516)",[ 30.63849506  34.7111643  107.63327809]
7,38,1,haddock,244.9859567,49.36598019,9759.0,"[[352, 726, 10.705848924246247], [401, 720, 10.705848924246247]]","[379, 723, 10.705848924246247]","(-97.93275831417206, 83.40008301808614)",[ 47.39071158  24.80094995 122.45791187]
7,38,2,haddock,345.9530069,68.0,16128.0,"[[963, 730, 11.128591987090687], [903, 698, 11.128591987090687]]","[926, 710, 11.128591987090687]","(122.44975728267788, 123.8453402610717)",[ 59.86327454  23.78237345 121.65855054]
7,38,3,cod,322.3705005,91.24143795,17633.5,"[[712, 654, 11.157054600111337], [802, 669, 11.157054600111337]]","[747, 660, 11.157054600111337]","(-79.18612248637503, 97.32640666016954)",[ 26.88864045  26.25130025 119.22427453]
7,38,4,whiting,329.0293976,71.1758386,13523.0,"[[599, 540, 11.233443037124598], [534, 569, 11.233443037124598]]","[565, 555, 11.233443037124598]","(71.85200593731135, 65.11551647323572)",[ 71.98871101  18.42643026 142.98379999]
7,38,5,cod,342.1483188,66.73080248,15292.5,"[[249, 531, 0.0], [307, 564, 0.0]]","[282, 550, 0.0]","(-57.80426606528675, -54.70943740809866)",[ 20.66204375  42.72668717 102.72813788]
7,38,6,horse_mackerel,375.9416729,79.07591289,18290.5,"[[673, 347, 0.0], [691, 424, 0.0]]","[682, 384, 0.0]","(-16.990823291986167, -18.272638266985318)",[31.18622732 45.03170122 72.44756572]
7,38,7,horse_mackerel,412.4867454,98.31073187,24806.5,"[[657, 117, 9.509284680371755], [673, 214, 9.509284680371755]]","[665, 168, 9.509284680371755]","(-9.023129712890672, 170.2175929681927)",[ 33.03008218   8.89517755 133.33043883]
7,39,1,whiting,414.0013813,93.34345183,22975.0,"[[747, 804, 11.15269390687505], [739, 711, 11.15269390687505]]","[744, 769, 11.15269390687505]","(172.7554931475588, -1.9525090493996085)",[ 51.79166979  19.81071776 133.7565302 ]
7,39,2,horse_mackerel,402.0371263,58.25804665,16924.0,"[[369, 657, 0.0], [324, 620, 0.0]]","[347, 639, 0.0]","(122.99222408726516, 131.26434087338234)",[36.98870959 64.98556478 67.42037428]
7,39,3,haddock,301.9381122,65.9241989,11282.0,"[[879, 453, 10.92798161937329], [904, 392, 10.92798161937329]]","[890, 426, 10.92798161937329]","(-159.52347697711718, -157.8806371764177)",[ 46.9149027   35.37723419 106.49673641]
7,39,4,haddock,330.0886779,64.38167441,14238.5,"[[191, 497, 0.0], [127, 504, 0.0]]","[154, 501, 0.0]","(88.17203175569499, -101.7847485062628)",[ 27.64245297  29.32581434 119.01108732]
7,39,5,horse_mackerel,397.3086847,94.36630755,22562.0,"[[181, 395, 0.0], [242, 323, 0.0]]","[213, 357, 0.0]","(-146.24039879515541, -136.3147542913827)",[27.29590433 30.42866967 79.53407962]
7,39,6,cod,300.3878524,55.36244214,11775.0,"[[422, 224, 11.156660872016673], [369, 240, 11.156660872016673]]","[405, 229, 11.156660872016673]","(65.83337015701451, 60.81137093013845)",[ 29.37087741  10.51042315 157.27971375]
7,39,7,cod,300.0035971,49.0,8869.0,"[[553, 48, 0.0], [553, -1, 0.0]]","[553, 22, 0.0]","(180.0, -0.4121927414023225)",[ 23.13391801  41.52606668 105.48562678]
7,4,1,haddock,346.7833332,61.03277808,13352.0,"[[296, 836, 0.0], [261, 886, 0.0]]","[283, 854, 0.0]","(22.380135051959574, -131.51672853100234)",[ 60.40354992  30.72183835 119.4518542 ]
7,4,2,cod,324.985925,60.63827174,12686.5,"[[551, 845, 11.19413792240552], [610, 831, 11.19413792240552]]","[582, 838, 11.19413792240552]","(-100.72885929801005, -102.92599912470594)",[ 36.62586926   5.41013754 156.26039252]
7,4,4,horse_mackerel,405.768115,78.91767863,15860.0,"[[545, 555, 11.239405244438005], [557, 477, 11.239405244438005]]","[553, 504, 11.239405244438005]","(-170.98494255145343, -157.8430361623618)",[ 34.79957464   6.61494835 155.02734454]
7,4,5,hake,414.5673367,60.40695324,16148.0,"[[646, 386, 9.5743136446508], [639, 326, 9.5743136446508]]","[642, 351, 9.5743136446508]","(174.87868348922137, -9.415626391540327)",[24.86870805 45.81795302 83.31208054]
7,4,6,horse_mackerel,434.6603255,74.21590126,16694.0,"[[212, 446, 0.0], [140, 428, 0.0]]","[175, 437, 0.0]","(101.8382105250278, 104.15763264967724)",[49.66740875 23.39689361 99.35014238]
7,4,7,haddock,327.3761436,73.75635566,17392.0,"[[411, 149, 11.21067466239821], [427, 221, 11.21067466239821]]","[417, 177, 11.21067466239821]","(-15.557686017530598, -20.289200537769798)",[ 95.52947306  16.18785353 146.63277761]
7,4,8,other,546.0506441,0.0,59290.0,"[[729, 125, 0.0], [729, 125, 0.0]]","[729, 124, 0.0]","(-164.8115430231321, 8.229516562394902)",[31.66105607 33.45147639 88.15586227]
7,40,1,horse_mackerel,379.815526,57.48912941,14778.0,"[[745, 828, 11.219372135223074], [758, 884, 11.219372135223074]]","[751, 855, 11.219372135223074]","(-17.223436191131462, -18.96219571458935)",[41.16539773 34.79977273 58.74482955]
7,40,2,haddock,317.3093475,47.85394446,11097.0,"[[406, 518, 11.338320515580268], [449, 539, 11.338320515580268]]","[426, 528, 11.338320515580268]","(-65.90556933691552, -61.495988478188565)",[ 23.37720594  31.7170178  120.61921791]
7,40,3,whiting,442.6928137,67.72001181,19136.5,"[[649, 499, 0.0], [584, 480, 0.0]]","[614, 489, 0.0]","(108.65788847411955, 113.13569725733585)",[ 44.67807606  18.19230425 135.86612975]
7,40,4,cod,303.9401892,88.41379983,10817.0,"[[828, 400, 0.0], [892, 339, 0.0]]","[852, 377, 0.0]","(-137.17474411461006, -143.33744443884675)",[ 45.76152698  31.12324248 109.46280732]
7,40,6,haddock,305.0717883,71.06335202,14897.5,"[[255, 306, 0.0], [238, 237, 0.0]]","[246, 268, 0.0]","(167.97472039036467, -16.242879102697586)",[ 45.37667236  31.22779513 109.19520245]
7,40,7,horse_mackerel,412.7512912,111.8302285,25874.0,"[[785, 111, 0.0], [760, 220, 0.0]]","[771, 172, 0.0]","(14.26844393737333, 19.940300568330382)",[43.25406771 39.08340913 75.2957049 ]
7,40,8,cod,302.5862734,99.74467404,19417.0,"[[940, 29, 0.0], [897, 119, 0.0]]","[917, 77, 0.0]","(34.094977954765554, 22.851947848915668)",[ 40.1672447   31.17842004 108.32805395]
7,41,1,cod,312.6341032,61.40032573,11409.0,"[[763, 837, 11.190807056455217], [812, 800, 11.190807056455217]]","[784, 821, 11.190807056455217]","(-129.3120087467375, -135.68477750700916)",[ 49.09544678  31.41253807 113.78244076]
7,41,2,cod,328.2055497,70.34202158,12924.5,"[[306, 776, 0.0], [324, 708, 0.0]]","[316, 738, 0.0]","(-164.66671520694646, -160.96406853823007)",[ 47.57202993  44.40939463 104.04483496]
7,41,3,haddock,340.29986,76.4852927,13538.0,"[[823, 721, 11.121847351052406], [874, 664, 11.121847351052406]]","[847, 694, 11.121847351052406]","(-133.45184230102205, -135.38976119531807)",[ 45.23346328  26.90334757 105.09188788]
7,41,4,horse_mackerel,464.4321161,81.39410298,28309.5,"[[628, 664, 11.1585146112458], [547, 672, 11.1585146112458]]","[596, 667, 11.1585146112458]","(84.95083353241714, -96.69422913189317)",[38.06149537 30.66348027 86.9812774 ]
7,41,5,horse_mackerel,398.633494,54.70831747,14278.0,"[[157, 492, 0.0], [204, 464, 0.0]]","[177, 480, 0.0]","(-122.09259132873417, -129.7350532453942)",[34.51950517 57.0532182  58.40480127]
7,41,6,haddock,303.2706356,0.0,22719.0,"[[753, 212, 0.0], [753, 212, 0.0]]","[752, 213, 0.0]","(17.182159296419897, -129.65291839970067)",[ 35.86765547  19.73771304 133.74080146]
7,41,7,whiting,415.3752702,90.52071586,27265.0,"[[837, 107, 0.0], [862, 20, 0.0]]","[846, 75, 0.0]","(-161.72074584687576, -159.81419699053515)",[ 47.18883046  23.05401039 120.33058794]
7,42,1,haddock,211.638525,53.22593353,10329.5,"[[864, 863, 11.20060472817238], [841, 815, 11.20060472817238]]","[851, 836, 11.20060472817238]","(154.5366549381284, -24.145541960421657)",[ 42.93404397  21.65589607 125.00766156]
7,42,2,haddock,335.7599886,70.51950085,13754.5,"[[289, 648, 0.0], [267, 581, 0.0]]","[278, 614, 0.0]","(164.1342921972262, 162.23235953291308)",[ 49.1519683   31.28853528 115.82579243]
7,42,3,whiting,455.8776904,79.17701687,24221.5,"[[753, 620, 11.170639551182948], [683, 583, 11.170639551182948]]","[721, 603, 11.170639551182948]","(118.5432308560873, 121.48058588587061)",[ 49.61672076  19.07372401 137.22003067]
7,42,4,horse_mackerel,416.4694193,59.94163828,19311.0,"[[560, 595, 10.920289746465674], [507, 567, 10.920289746465674]]","[530, 579, 10.920289746465674]","(114.77514056883193, 122.0053832080835)",[29.63463437 66.24602961 74.67169134]
7,42,5,cod,324.8170748,68.59300256,14414.5,"[[954, 486, 11.204058000336326], [886, 477, 11.204058000336326]]","[925, 482, 11.204058000336326]","(93.57633437499737, -76.90810693565317)",[ 32.1450771   31.94936101 106.09695806]
7,42,6,horse_mackerel,467.6130925,89.08984229,26041.0,"[[260, 315, 0.0], [349, 311, 0.0]]","[302, 313, 0.0]","(-93.88582007542088, 89.71635984424218)",[ 25.43488631  12.52933694 158.27253935]
7,42,7,cod,352.5304339,70.71067812,23898.0,"[[522, 145, 11.139025891948751], [460, 179, 11.139025891948751]]","[506, 154, 11.139025891948751]","(72.5155726767793, -134.43273359014208)",[26.10228279 38.84003407 83.26357751]
7,43,1,horse_mackerel,380.2477586,52.92447449,13910.5,"[[787, 829, 11.187682667930146], [807, 878, 11.187682667930146]]","[796, 851, 11.187682667930146]","(-23.739440838028184, -25.81285221298348)",[41.97795237 36.89292892 53.1181558 ]
7,43,2,other,154.060744,65.19202405,7575.5,"[[654, 691, 0.0], [703, 734, 0.0]]","[689, 721, 0.0]","(-64.68711619812586, 149.17233770013198)",[ 32.52969825   9.23260985 147.74875596]
7,43,3,haddock,246.0349911,57.48912941,10908.0,"[[310, 654, 0.0], [254, 667, 0.0]]","[285, 660, 0.0]","(78.25001642822333, -103.6840197522475)",[ 48.15074967  26.39488266 123.42544003]
7,43,4,haddock,354.9157349,80.28075735,17351.5,"[[757, 627, 11.166233310822923], [835, 646, 11.166233310822923]]","[798, 637, 11.166233310822923]","(-74.01519847976542, -71.75731817187658)",[ 36.08260114  34.82238769 103.24085381]
7,43,5,whiting,320.6172753,72.44998275,17091.0,"[[331, 437, 0.0], [306, 369, 0.0]]","[318, 401, 0.0]","(158.45902408146156, -19.702857661412715)",[ 74.1100941   25.14398108 144.96662724]
7,43,6,horse_mackerel,410.0889786,114.9826074,36577.0,"[[775, 288, 0.0], [805, 399, 0.0]]","[785, 327, 0.0]","(-8.267173335510636, 155.50142580856624)",[33.75137434 32.34168115 99.49680496]
7,43,7,cod,371.9597052,62.20128616,18999.5,"[[758, 172, 0.0], [763, 234, 0.0]]","[759, 187, 0.0]","(-9.940573033113028, 179.67259910915558)",[ 21.67965702  31.05589329 118.03103167]
7,43,8,cod,349.0946862,61.85466838,13583.5,"[[521, 219, 0.0], [572, 184, 0.0]]","[550, 199, 0.0]","(-122.77140926667434, -129.1093735837959)",[ 43.88129865  33.05213928 111.83440951]
7,44,1,haddock,348.9097692,62.76941931,15533.5,"[[507, 779, 0.0], [453, 747, 0.0]]","[473, 759, 0.0]","(127.43160297841057, 129.98688624496418)",[ 45.74247063  28.83165396 119.28180148]
7,44,2,cod,340.354056,54.08326913,14031.0,"[[953, 667, 11.126367265888417], [902, 685, 11.126367265888417]]","[925, 677, 11.126367265888417]","(74.17169340374758, 71.75107578158551)",[34.6950433  38.4128739  87.37049321]
7,44,3,horse_mackerel,448.5876761,82.00609733,22522.5,"[[143, 776, 0.0], [208, 726, 0.0]]","[178, 749, 0.0]","(-130.4991177055932, -121.3376903205432)",[38.55105668 23.11173357 74.1739752 ]
7,44,4,haddock,329.781588,59.9082632,16463.0,"[[609, 625, 0.0], [642, 575, 0.0]]","[618, 611, 0.0]","(-146.88865803962798, -141.57386002428584)",[ 26.98962333  23.40821833 130.29848501]
7,44,5,cod,212.2625911,58.24946352,7225.0,"[[292, 515, 0.0], [340, 548, 0.0]]","[315, 531, 0.0]","(-54.090276920822326, -50.40379136024971)",[ 36.40505719  35.76640578 105.76447923]
7,44,6,horse_mackerel,388.7591152,56.56854249,17225.5,"[[761, 482, 0.0], [769, 426, 0.0]]","[765, 453, 0.0]","(-175.46620885401543, -166.49364458741763)",[38.55010915 62.35274856 68.69870014]
7,44,7,whiting,432.2212681,64.66065264,22055.5,"[[338, 324, 0.0], [283, 290, 0.0]]","[312, 308, 0.0]","(124.5203830122378, 128.21102542556122)",[ 29.20361446   6.23218589 157.05197935]
7,5,1,horse_mackerel,377.2230765,92.66067127,19804.5,"[[395, 756, 0.0], [440, 837, 0.0]]","[423, 806, 0.0]","(-19.16842513352008, -30.784146526326445)",[28.19855364 53.63108751 96.99061699]
7,5,2,cod,310.8321152,50.21951812,11312.0,"[[832, 784, 11.196526784694477], [791, 755, 11.196526784694477]]","[809, 768, 11.196526784694477]","(131.24827092947405, 127.93327028359893)",[20.97829868 53.96680529 86.50177694]
