group id,image id,fish index,species,length,width,area,gripping points,avg hsv,bounding box
2,41,1,haddock,360.1243754,73.79024326,21143,"[[892, 797], [826, 764]]",[42.80429827417779 20.820672651997953 127.4527143322324],"[[1484, 672], [1694, 1009]]"
2,41,2,whiting,375.9064957,84.59905437,25591,"[[745, 689], [819, 730]]",[41.8032263032263 36.556210056210055 116.18160468160468],"[[1431, 574], [1673, 921]]"
2,41,3,haddock,428.6030363,100.124922,28829.5,"[[177, 188], [77, 183]]",[23.51205683448323 41.22778195231915 124.34039210328574],"[[736, 28], [859, 459]]"
2,41,4,cod,303.7434087,51.41984053,13236,"[[952, 780], [1002, 768]]",[56.131681781316814 22.14089803140898 132.3253704932537],"[[1484, 644], [1814, 1009]]"
2,41,5,haddock,407.8912717,79.83107165,23028.5,"[[416, 588], [494, 571]]",[26.78702085021106 29.2423570545346 133.21400247303117],"[[1039, 395], [1204, 802]]"
2,41,6,whiting,402.2570001,79.22752047,24288,"[[468, 103], [474, 24]]",[34.603363246826746 46.25592206322257 103.26695771687282],"[[931, 41], [1365, 130]]"
2,41,7,whiting,385.8493539,83.40863265,25983.5,"[[744, 427], [678, 376]]",[40.84823087716637 31.01729303348629 132.63017179263528],"[[1298, 301], [1579, 631]]"
2,41,8,whiting,360.7318099,68.62215386,20876.5,"[[969, 456], [922, 506]]",[44.00912340105342 33.78710496613996 112.45118510158014],"[[1527, 420], [1848, 702]]"
2,41,9,saithe,609.873758,123.434193,52972,"[[193, 642], [83, 698]]",[36.90263521331791 25.17705572766974 114.03954686275242],"[[691, 441], [1055, 999]]"
2,42,0,hake,516.5522563,60.74537019,27576,"[[896, 290], [947, 257]]",[49.156140851094165 10.894290398460333 137.72261030722075],"[[1466, 68], [1813, 516]]"
2,42,1,whiting,387.0785851,90.42676595,25545.5,"[[17, 208], [106, 192]]",[28.48208168135802 41.70376072982024 114.19003810770238],"[[687, -5], [798, 411]]"
2,42,2,haddock,388.8225292,90.82400564,26625,"[[782, 385], [697, 353]]",[22.72956672956673 41.80637880637881 118.69319569319569],"[[1351, 231], [1554, 608]]"
2,42,3,cod,283.9456856,63.38769597,12441.5,"[[523, 136], [530, 73]]",[32.048141759448015 25.558961894307668 132.99145366159635],"[[1055, 90], [1362, 167]]"
2,42,4,saithe,575.0580636,107.1167587,47072,"[[614, 544], [507, 539]]",[27.94061294650344 26.551043937615294 97.94767734361898],"[[1197, 308], [1330, 904]]"
2,42,5,haddock,342.534731,85.61541917,22779,"[[823, 781], [802, 864]]",[28.21519751595653 27.46235121614628 134.8546230809039],"[[1386, 800], [1776, 926]]"
2,42,6,whiting,443.3463873,85.32877592,27820.5,"[[372, 522], [456, 537]]",[36.78543140028289 29.94236209335219 131.82662659123056],"[[1042, 317], [1160, 760]]"
2,42,7,whiting,382.2949216,95.0210503,25344.5,"[[537, 172], [539, 267]]",[50.16664081284418 32.75482820134957 133.9545489800667],"[[1047, 185], [1467, 308]]"
2,42,8,whiting,401.7983573,79.07591289,26399.5,"[[346, 887], [359, 809]]",[66.66250651963341 28.456150808434543 132.33946799791372],"[[822, 787], [1241, 951]]"
2,42,9,haddock,359.6333722,73.06161783,19217.5,"[[964, 450], [901, 487]]",[35.848074762537024 23.88244305995302 136.21422735164947],"[[1565, 373], [1798, 695]]"
2,43,0,hake,500.9170396,75.32595834,29590,"[[410, 135], [417, 60]]",[70.38137729715385 10.933623034565116 133.4094407218205],"[[810, 77], [1347, 188]]"
2,43,1,haddock,387.1579422,87.46427842,23248,"[[227, 556], [146, 523]]",[43.01037037037037 25.902772486772488 120.8925291005291],"[[737, 400], [933, 758]]"
2,43,2,whiting,404.7196702,82.03657721,25889.5,"[[537, 651], [594, 592]]",[35.6974054629841 33.22213345507114 116.97169595982652],"[[1093, 479], [1444, 780]]"
2,43,3,cod,305.0605541,61,12859.5,"[[472, 342], [533, 342]]",[18.015555049700282 39.781849912739965 125.9313301464451],"[[1163, 202], [1230, 514]]"
2,43,4,saithe,529.3243224,126.6688596,50418,"[[553, 760], [540, 886]]",[41.11195564871589 30.4747977354203 98.07736007992634],"[[993, 787], [1584, 931]]"
2,43,5,haddock,416.910751,88.10221337,25467.5,"[[184, 734], [263, 773]]",[48.20684725066656 27.618841531743886 129.6413694501333],"[[795, 570], [1017, 951]]"
2,43,6,whiting,428.5573294,70.25667228,26000,"[[883, 704], [953, 710]]",[38.01156156723467 31.221067744738733 124.968111232856],"[[1637, 501], [1726, 953]]"
2,43,7,whiting,381.5343713,78.77182237,25510.5,"[[645, 380], [714, 418]]",[36.62735412164248 45.76983636924977 121.29997684470516],"[[1252, 218], [1495, 562]]"
2,43,8,whiting,396.7987224,81,24698.5,"[[769, 572], [850, 572]]",[47.62093532338309 25.807402985074628 127.51148258706468],"[[1495, 385], [1611, 794]]"
2,43,9,haddock,415.207566,95.4253635,28171.5,"[[194, 228], [203, 323]]",[28.83987841520509 40.490985954859894 120.18726853469359],"[[693, 258], [1123, 367]]"
2,44,0,hake,520.7853807,75.71657678,29739.5,"[[420, 442], [357, 400]]",[45.881170744628015 13.630831374366785 127.29583153991325],"[[892, 250], [1208, 695]]"
2,44,1,whiting,408.2272437,91.28526716,27715.5,"[[283, 679], [321, 762]]",[44.51078574220832 27.603646185010128 124.09954156153381],"[[821, 654], [1213, 870]]"
2,44,2,haddock,449.1410349,97.12878049,30148,"[[63, 538], [160, 533]]",[25.935850535667626 37.637183172197545 119.0738176117063],"[[733, 315], [845, 764]]"
2,44,3,cod,307.1164643,69.35416354,15002,"[[353, 819], [386, 880]]",[73.1580562993926 23.85552870485272 141.8856377767618],"[[942, 804], [1230, 977]]"
2,44,4,saithe,557.9509757,93.74433316,42589,"[[829, 302], [737, 320]]",[36.81924475006367 27.962260656155216 65.05864647727536],"[[1429, 76], [1639, 646]]"
2,44,5,haddock,369.1852988,68.59300256,19824.5,"[[893, 210], [942, 162]]",[43.27813552605508 17.938280166435508 144.55696453338618],"[[1497, 51], [1796, 333]]"
2,44,6,whiting,389.2862392,89.26925563,28424,"[[678, 825], [698, 912]]",[63.910366085962664 32.965157759844836 130.5115505835902],"[[1213, 832], [1643, 987]]"
2,44,7,whiting,394.7915796,84.05355436,26578.5,"[[876, 770], [924, 701]]",[49.49498389664236 25.65546218487395 129.48017621145374],"[[1427, 655], [1826, 918]]"
2,44,8,whiting,397.9443896,72.36711961,23417,"[[548, 249], [619, 235]]",[57.29693333892688 21.400637664135587 138.54386038511558],"[[1247, 44], [1371, 439]]"
2,44,9,haddock,384.6095455,77.62087348,22025.5,"[[636, 578], [564, 607]]",[24.707290969899667 23.62938684503902 129.45440356744706],"[[1200, 479], [1387, 846]]"
3,2,0,cod,382.0642251,83,25363.5,"[[815, 294], [815, 211]]",[22.527267797660546 56.12824386087226 86.31423812843752],"[[1314, 216], [1747, 309]]"
3,2,1,other,408.2194201,57.5847202,19468.5,"[[888, 688], [942, 668]]",[71.77824688379573 47.31046441495778 67.0105548854041],"[[1563, 478], [1775, 887]]"
3,2,2,whiting,431.32685,78,26026,"[[705, 711], [783, 711]]",[34.60990980791728 62.57002151024567 102.59447526321748],"[[1435, 501], [1528, 955]]"
3,2,3,cod,355.3892919,57.70615219,17036.5,"[[637, 644], [580, 635]]",[28.208419480817827 46.721284171835514 98.54910406616126],"[[1273, 496], [1361, 861]]"
3,2,4,horse_mackerel,415.6135531,79.30952024,24000,"[[413, 773], [360, 714]]",[33.358377006223385 51.577219128725844 100.07156894857518],"[[879, 652], [1236, 950]]"
3,2,5,whiting,381.3761061,66.40783086,18576.5,"[[171, 571], [234, 550]]",[41.794957007965394 50.309015139526295 117.85709764203197],"[[797, 391], [959, 757]]"
3,2,6,whiting,402.8811089,72.23572523,22145,"[[315, 403], [382, 376]]",[36.432531937544354 53.77346522356281 114.92592264017033],"[[954, 197], [1150, 569]]"
3,2,7,cod,343.0342925,62.24146528,16844,"[[508, 321], [565, 296]]",[23.320009309361726 48.71088613486938 104.12643276895328],"[[1157, 144], [1346, 458]]"
3,3,0,cod,433.4721528,80.8084154,28815,"[[629, 710], [550, 693]]",[24.36263060848187 48.63470600286826 97.61234036741105],"[[1238, 534], [1384, 977]]"
3,3,1,other,385.5231202,71.56814934,21068,"[[727, 92], [718, 163]]",[57.59272169548243 27.73113032162112 107.35215653467188],"[[1256, 96], [1684, 204]]"
3,3,2,whiting,400.1702023,85.91274643,25313.5,"[[768, 412], [823, 346]]",[36.949012134411944 57.93135500933416 106.05382700684505],"[[1357, 227], [1713, 521]]"
3,3,3,cod,352.6273724,59.61543424,17049,"[[497, 332], [552, 309]]",[32.82650948821161 35.99269695227142 115.32294422081657],"[[1134, 158], [1314, 486]]"
3,3,4,horse_mackerel,414.6531579,85.60373824,22514,"[[214, 146], [162, 78]]",[33.31917306350314 47.52896022330775 80.30211967899511],"[[669, 33], [1038, 298]]"
3,3,5,whiting,358.4470015,63.60031446,18087.5,"[[470, 619], [432, 568]]",[40.06335504885993 41.61726384364821 126.04136807817589],"[[988, 509], [1305, 747]]"
3,3,6,whiting,376.9649285,70.9365914,22363,"[[872, 779], [818, 733]]",[67.23566935022656 25.819761559104307 135.1904887598434],"[[1429, 627], [1707, 938]]"
3,3,7,cod,340.7240333,62.20128616,17219,"[[262, 937], [267, 875]]",[43.28482954545454 51.66073863636364 91.32852272727273],"[[760, 879], [1127, 980]]"
3,4,0,cod,411.6296257,87.09190548,28965.5,"[[402, 840], [406, 927]]",[47.22067115005774 49.2535493512669 88.5837239317981],"[[906, 871], [1360, 968]]"
3,4,1,other,455.1160095,70.51950085,23500,"[[116, 595], [183, 617]]",[46.798029967861765 32.494427981134436 93.55586627154723],"[[755, 389], [946, 830]]"
3,4,2,whiting,437.6232591,92.17917335,26255.5,"[[343, 426], [424, 382]]",[40.562439097518926 56.31530619893561 114.73131699272918],"[[952, 205], [1201, 598]]"
3,4,3,cod,343.4786099,61.98386887,17773.5,"[[390, 775], [379, 714]]",[46.51806764349455 45.82417098160185 103.95345378428996],"[[885, 717], [1253, 817]]"
3,4,4,horse_mackerel,385.9227459,75.92759709,20361,"[[799, 238], [848, 180]]",[45.613190730837786 42.58842800019271 75.97282844341667],"[[1350, 83], [1712, 342]]"
3,4,5,whiting,334.9684897,62.48199741,16867.5,"[[941, 843], [901, 795]]",[71.19208842350204 26.772251308900522 135.19656777196045],"[[1541, 743], [1830, 996]]"
3,4,6,whiting,398.6808605,71.55417528,21481.5,"[[581, 249], [517, 281]]",[71.38670446232626 36.5644202633504 131.79924103877104],"[[1135, 133], [1355, 490]]"
3,4,7,cod,321.645792,57.28001397,16153,"[[762, 674], [722, 633]]",[32.17673459485687 57.08084667637069 92.44420184376516],"[[1310, 547], [1588, 775]]"
3,5,0,cod,431.6818643,81.78630692,28651,"[[555, 510], [635, 527]]",[18.560518088432335 62.43374446009551 82.90823513244237],"[[1231, 298], [1390, 730]]"
3,5,1,other,418.9243734,76.23647421,22939,"[[356, 54], [362, 130]]",[59.648353056777886 24.34613577135045 108.1872516768488],"[[852, 66], [1299, 163]]"
3,5,2,cod,374.5147152,67.74215822,18365,"[[45, 249], [112, 259]]",[20.74032972309662 49.78221202582297 101.26767326468548],"[[715, 79], [806, 446]]"
3,5,3,horse_mackerel,388.4201737,76.38062582,23045.5,"[[870, 739], [815, 686]]",[25.27280870121561 49.541522712731926 105.53303476220943],"[[1425, 617], [1735, 936]]"
3,5,4,whiting,364.468117,57.48912941,17008,"[[758, 244], [814, 231]]",[47.66329055648271 50.2302468780572 105.30730275651723],"[[1448, 62], [1584, 424]]"
3,5,5,whiting,347.5173271,67.77905281,19749,"[[845, 831], [870, 894]]",[49.01877607788595 66.4295151996821 100.57897874031393],"[[1467, 842], [1836, 995]]"
3,5,6,cod,336.1588316,51.66236541,14456.5,"[[944, 187], [894, 200]]",[22.40170247263883 64.76442372652345 80.93845426293744],"[[1578, 65], [1712, 391]]"
3,5,7,whiting,437.8355356,97.59098319,27411,"[[311, 712], [241, 644]]",[45.561332279390626 42.854232538085654 118.82541678643288],"[[776, 537], [1109, 877]]"
3,6,0,cod,415.550644,97.02061637,29494.5,"[[384, 79], [382, 176]]",[35.90957020822211 49.14145088093967 95.35931660437801],"[[874, 89], [1320, 196]]"
3,6,1,other,439.4120826,71.58910532,22519,"[[184, 512], [231, 566]]",[50.98962058438727 28.298430004361098 92.49768861753162],"[[737, 398], [1106, 702]]"
3,6,2,whiting,423.2092403,98.38699101,28639,"[[211, 898], [255, 810]]",[58.95212875713598 39.14137836164798 120.00319829424308],"[[699, 754], [1122, 975]]"
3,6,3,cod,318.1216703,61.05735009,16523,"[[816, 404], [848, 352]]",[53.75544219704609 29.10498843347767 119.46793997271487],"[[1409, 284], [1721, 478]]"
3,6,4,horse_mackerel,388.4187548,84.53401682,23530,"[[549, 745], [588, 670]]",[36.69902750532159 50.54643349054635 92.38641011728369],"[[1061, 612], [1450, 847]]"
3,6,5,whiting,367.6246065,65.74191966,18847.5,"[[382, 700], [323, 729]]",[55.12682291666667 55.84197916666667 127.63104166666666],"[[954, 579], [1160, 925]]"
3,6,6,whiting,390.5090498,75.96051606,21838.5,"[[413, 252], [386, 323]]",[67.50519311182052 39.70549885346882 126.4780810215368],"[[910, 242], [1302, 415]]"
3,6,7,cod,325.7001008,64.93843238,16545,"[[543, 536], [532, 472]]",[33.56880137188812 54.607415291821894 100.60067411743836],"[[1052, 469], [1405, 556]]"
3,7,0,cod,380.2518734,87.92041856,27492,"[[706, 758], [677, 841]]",[37.21853071745668 49.20521265931548 89.84444364886151],"[[1248, 746], [1662, 933]]"
3,7,1,other,421.2568017,53.23532662,19166.5,"[[951, 685], [1004, 690]]",[79.18054918742676 47.30144174435784 59.22874318610219],"[[1717, 471], [1808, 919]]"
3,7,2,whiting,417.6075719,93.15041599,27148,"[[754, 487], [673, 441]]",[57.582643728223 35.07335220673635 132.7635380371661],"[[1290, 303], [1558, 678]]"
3,7,3,cod,367.9315337,63.60031446,18518.5,"[[74, 731], [135, 713]]",[34.74606955693187 41.75861521359378 102.44656185485151],"[[714, 552], [851, 912]]"
3,7,4,horse_mackerel,440.8896112,84.17244205,23926,"[[138, 328], [215, 294]]",[28.344862957492204 47.62822090924011 89.77790086985065],"[[734, 102], [939, 515]]"
3,7,5,whiting,320.3238607,67.0298441,16818.5,"[[804, 133], [806, 200]]",[47.89258505379471 40.49438790346031 121.16714161093341],"[[1373, 141], [1734, 219]]"
3,7,6,whiting,382.9480067,75.69015788,23140.5,"[[352, 818], [407, 766]]",[62.69295858491368 36.878348499022024 122.74781018794116],"[[937, 636], [1239, 940]]"
3,7,7,cod,328.6162203,57.69748695,15185,"[[951, 364], [899, 339]]",[24.180305668407815 56.747146449990325 86.34558586444831],"[[1563, 221], [1753, 529]]"
3,8,0,cod,422.2147931,90.42676595,28926,"[[622, 359], [546, 408]]",[24.364913237650427 47.33627654859714 100.69518971806498],"[[1169, 237], [1470, 602]]"
3,8,1,other,441.7042374,64.03124237,21891.5,"[[362, 378], [426, 376]]",[52.156828548430376 37.72184956622842 86.40685090779],"[[1054, 150], [1136, 598]]"
3,8,2,whiting,402.061041,100.019998,26962.5,"[[583, 687], [585, 587]]",[34.569621637384266 44.52690092585842 121.90566450390027],"[[1065, 607], [1515, 713]]"
3,8,3,cod,345.1799081,54,16298,"[[989, 505], [935, 505]]",[40.46020034790954 46.42169036050627 84.22668106292365],"[[1687, 362], [1762, 724]]"
3,8,4,horse_mackerel,407.7764679,84.09518417,24165,"[[275, 798], [279, 714]]",[35.135119772635 50.4766544863987 99.20852618757613],"[[723, 739], [1161, 836]]"
3,8,5,whiting,330.7121397,66.94027188,18176,"[[633, 711], [617, 776]]",[45.22345526046436 47.71292355761461 114.24758929052416],"[[1179, 725], [1546, 831]]"
3,8,6,whiting,383.8840743,74.81310046,22058,"[[776, 268], [717, 314]]",[77.87198003031114 34.33012391905144 138.92587144512794],"[[1333, 184], [1610, 496]]"
3,8,7,cod,292.6178937,63.50590524,15973,"[[886, 706], [858, 763]]",[35.39646820773806 53.713900300447605 96.64099576920718],"[[1484, 706], [1806, 857]]"
3,9,0,cod,461.8633974,90.24411338,29358,"[[163, 323], [75, 343]]",[16.566528066528065 66.31999865870834 86.41056937831131],"[[731, 152], [891, 601]]"
3,9,1,other,440.0580022,66.70832032,21148.5,"[[365, 598], [304, 571]]",[45.830846232273615 40.81703586986746 93.63903049402168],"[[887, 420], [1113, 833]]"
3,9,2,whiting,420.1315406,102.1763182,27420,"[[368, 148], [434, 226]]",[53.81282788357887 48.73830398850162 120.76496586417535],"[[940, 51], [1294, 348]]"
3,9,3,cod,319.324979,64.84597135,17078,"[[788, 295], [807, 233]]",[47.94540032117458 32.17830924523973 118.92096811195228],"[[1342, 215], [1689, 333]]"
3,9,4,horse_mackerel,387.4320685,74.33034374,22623.5,"[[708, 497], [758, 442]]",[34.117154266863444 49.03923951731921 84.64163555864225],"[[1256, 338], [1616, 613]]"
3,9,5,whiting,352.9651018,62.17716623,17990,"[[712, 595], [657, 624]]",[39.76741395298097 45.23247695412644 123.91834396989036],"[[1313, 482], [1537, 809]]"
3,9,6,whiting,402.071915,72.9451849,22364.5,"[[391, 676], [455, 711]]",[48.49654960221529 59.38037888444464 115.810601731792],"[[1045, 534], [1270, 897]]"
3,9,7,cod,365.5166346,70.0285656,18753.5,"[[99, 597], [29, 599]]",[25.327360117026277 64.4242202601745 106.48414398411786],"[[695, 448], [779, 817]]"
3,10,0,cod,419.137688,94.5409964,29002,"[[386, 409], [349, 496]]",[39.29422750424448 49.473446519524614 99.2611544991511],"[[879, 382], [1296, 581]]"
3,10,1,other,416.1044601,62.12889827,21203.5,"[[1036, 581], [974, 585]]",[49.540595430417724 20.634064158781445 121.6252942534041],"[[1731, 411], [1825, 851]]"
3,10,2,whiting,384.8776344,94.33981132,25927,"[[693, 223], [727, 311]]",[50.56943390499317 53.484595538017906 115.20204128092276],"[[1256, 189], [1658, 375]]"
3,10,3,cod,312.3674538,66.85057965,17070,"[[781, 835], [806, 897]]",[48.03497186172046 30.588434592856323 119.70047088549443],"[[1403, 832], [1733, 982]]"
3,10,4,horse_mackerel,409.7047824,82.66196223,23623.5,"[[362, 709], [315, 641]]",[33.86938979243792 53.45613743188719 97.58504221954162],"[[829, 587], [1190, 875]]"
3,10,5,whiting,386.8319848,65.03076195,19193.5,"[[144, 460], [79, 458]]",[38.698474256263715 47.292034495075775 117.67989998469153],"[[751, 300], [823, 688]]"
3,10,6,whiting,377.5095386,63.60031446,19508.5,"[[896, 286], [957, 304]]",[34.95223970639988 67.3269820521844 96.79483183349254],"[[1628, 113], [1781, 486]]"
3,10,7,cod,348.4640289,66.61080993,16840,"[[300, 41], [291, 107]]",[28.053028982981935 56.83202648545043 94.41499680548296],"[[817, 50], [1182, 146]]"
3,11,0,cod,407.1512568,88.20430828,28704,"[[422, 866], [428, 954]]",[41.589527432233304 48.39875261300161 85.35149583633186],"[[934, 897], [1384, 997]]"
3,11,1,other,416.0277039,69.57010852,20904,"[[406, 425], [428, 359]]",[52.56183563568251 41.48531959728401 87.10906110981036],"[[877, 323], [1311, 469]]"
3,11,2,cod,341.6968232,66.57326791,17401,"[[325, 560], [361, 616]]",[31.351366582135814 41.61515919977458 110.00462102000563],"[[907, 514], [1211, 727]]"
3,11,3,horse_mackerel,369.3127251,80.09993758,21575.5,"[[761, 578], [765, 498]]",[33.15265546981389 49.241761234679984 91.94943259192011],"[[1261, 513], [1687, 604]]"
3,11,4,whiting,339.012529,63.50590524,17502,"[[702, 744], [674, 687]]",[47.18581989247312 34.76450492831541 127.14997759856631],"[[1240, 661], [1586, 839]]"
3,11,5,whiting,405.6531206,81.88406438,23145,"[[201, 138], [189, 219]]",[68.46761125015908 38.08793959190599 127.09209689051033],"[[687, 151], [1107, 266]]"
3,11,6,cod,305.0033264,64.84597135,16005.5,"[[754, 312], [773, 374]]",[22.59168450015286 57.38917762152247 97.33476001222867],"[[1353, 322], [1681, 431]]"
3,11,7,whiting,385.1925392,89.31965069,24307.5,"[[856, 175], [889, 92]]",[39.860821408359605 58.019160805238904 106.67111326703856],"[[1399, 52], [1817, 217]]"
3,13,0,saithe,587.1714617,122.0245877,60897.5,"[[645, 574], [618, 455]]",[43.345917770849574 34.297236295141595 73.88005001299038],"[[1007, 411], [1646, 674]]"
3,13,1,other,334.61955,79.00632886,17313,"[[150, 530], [229, 531]]",[24.028877187022253 48.554668478568594 104.40847064152653],"[[823, 364], [907, 702]]"
3,13,2,hake,519.637443,81.05553652,35090,"[[441, 752], [438, 833]]",[61.868296375206754 27.59471279190379 120.72596787306215],"[[878, 747], [1447, 864]]"
3,13,3,hake,458.2844251,83.21658489,28929,"[[433, 247], [439, 330]]",[51.27389443651926 29.389239861422457 104.69186875891583],"[[915, 264], [1409, 382]]"
3,13,4,horse_mackerel,415.2956102,65.4599114,22486,"[[874, 658], [812, 637]]",[41.09837710496466 53.11368990489486 72.29377890236454],"[[1488, 497], [1677, 914]]"
3,13,5,cod,278.4547276,56.56854249,11602.5,"[[879, 333], [919, 293]]",[20.532558335439305 56.065959059893856 102.31749641984669],"[[1511, 219], [1749, 424]]"
3,13,6,haddock,351.5359488,89.96110271,22019.5,"[[209, 100], [246, 182]]",[35.97212543554007 40.92084338425802 127.23076923076923],"[[764, 66], [1104, 250]]"
3,14,0,saithe,660.1860801,122.102416,64000.5,"[[285, 600], [395, 547]]",[45.249195992331 27.186808089554084 68.5126321974148],"[[831, 260], [1175, 894]]"
3,14,1,other,328.9694562,74.21590126,16135.5,"[[349, 228], [421, 210]]",[26.953893816061232 52.44356700279432 99.45930020653627],"[[995, 67], [1124, 389]]"
3,14,2,hake,531.520238,71.06335202,30753.5,"[[962, 634], [1033, 631]]",[70.71717332992719 28.319357516924256 90.29585515391493],"[[1687, 359], [1812, 920]]"
3,14,3,hake,478.1908247,66.37017402,27299,"[[811, 566], [877, 559]]",[49.10761154855643 25.302412540898143 124.10408801639521],"[[1552, 313], [1659, 810]]"
3,14,4,horse_mackerel,426.906833,74.67261881,23853.5,"[[594, 418], [664, 392]]",[26.03384666062752 62.6535452524088 96.28823190315408],"[[1214, 189], [1434, 598]]"
3,14,5,cod,318.2093843,68.9637586,14220,"[[83, 757], [149, 737]]",[27.173177441540577 49.97922971114168 119.74848693259972],"[[721, 595], [840, 911]]"
3,14,6,haddock,342.3022663,73.34848328,20793.5,"[[617, 809], [683, 777]]",[24.71870126187438 41.7825984214755 119.30837941301574],"[[1268, 636], [1476, 965]]"
3,15,0,saithe,601.8906403,126.1507035,63907,"[[577, 927], [594, 802]]",[58.39927272727273 37.43299032882012 78.65476208897485],"[[943, 778], [1618, 983]]"
3,15,1,other,293.1961257,72.56031973,15647.5,"[[836, 654], [773, 690]]",[25.311707867988456 59.24381980173171 104.39885807504078],"[[1473, 567], [1668, 838]]"
3,15,2,hake,529.3915639,84.40379138,33732,"[[513, 252], [463, 320]]",[56.425872941726034 25.482395188602126 126.43375569309822],"[[993, 127], [1469, 448]]"
3,15,3,hake,507.0545876,82.49242389,30267.5,"[[33, 263], [115, 272]]",[35.84544154915849 38.954902852686985 103.63759828448892],"[[692, 22], [842, 520]]"
3,15,4,horse_mackerel,386.1775331,79.22752047,23716.5,"[[735, 196], [729, 117]]",[25.090480327665386 62.09250755037028 94.31037193330852],"[[1209, 126], [1642, 209]]"
3,15,5,cod,299.1589701,61.07372594,12909,"[[457, 539], [504, 500]]",[17.008038829061125 53.11299863491582 118.18747156074625],"[[1045, 416], [1265, 659]]"
3,15,6,haddock,330.3040552,75.13321503,19205,"[[996, 405], [929, 439]]",[36.98491357267055 37.539275851488185 128.02909890559476],"[[1620, 316], [1827, 623]]"
3,16,0,saithe,584.8705075,118.0169479,57634.5,"[[771, 225], [773, 107]]",[51.87124809297701 31.96892195347721 64.11282719371926],"[[1148, 112], [1807, 246]]"
3,16,1,other,327.5418669,76.55063684,16901.5,"[[114, 642], [42, 616]]",[27.302163698590405 55.32449678055572 92.93236266604791],"[[704, 520], [837, 831]]"
3,16,2,hake,543.8998339,75.05997602,32268.5,"[[775, 640], [850, 637]]",[42.67491854693828 30.47772601321519 99.07910843153375],"[[1470, 364], [1601, 932]]"
3,16,3,hake,463.1793675,77.15568676,29827,"[[430, 773], [482, 716]]",[51.49646538054968 26.253369450317123 112.56025369978859],"[[974, 553], [1355, 913]]"
3,16,4,horse_mackerel,444.2261845,80.32434251,25775,"[[220, 683], [144, 657]]",[29.61592104260346 61.33732185046871 89.1927444554531],"[[771, 506], [940, 950]]"
3,16,5,cod,291.6040284,57.03507693,12584,"[[994, 746], [937, 748]]",[73.08163423521204 32.47670362043569 132.91596247771145],"[[1704, 644], [1771, 958]]"
3,16,6,haddock,337.3129587,85.42247948,20945.5,"[[502, 338], [463, 414]]",[29.367487684729063 40.93431855500821 127.4124325592306],"[[1027, 322], [1366, 501]]"
3,17,0,saithe,599.3229519,110.6390528,59297.5,"[[813, 617], [909, 562]]",[55.35674476037912 31.25467227339474 58.43912695234281],"[[1356, 320], [1810, 870]]"
3,17,1,other,293.1250141,78.23042886,16137,"[[545, 542], [503, 608]]",[26.432250227755844 46.33440631642879 103.09893713938658],"[[1122, 495], [1407, 659]]"
3,17,2,hake,504.2135469,85.28774824,34393.5,"[[518, 794], [511, 879]]",[64.31884223773024 29.976833314266102 110.91928841093696],"[[978, 773], [1536, 914]]"
3,17,3,hake,517.3941363,78.00640999,30608.5,"[[149, 342], [71, 343]]",[47.25036932365598 29.015222557646606 101.55257241955168],"[[733, 135], [832, 649]]"
3,17,4,horse_mackerel,427.3777931,80.41144197,24626.5,"[[280, 182], [309, 107]]",[30.064110747626266 56.86360009574723 88.32933056730232],"[[744, 53], [1164, 249]]"
3,17,5,cod,299.6915661,65,12982.5,"[[363, 418], [347, 355]]",[23.196736105888547 46.9036624802587 112.92975859216365],"[[876, 359], [1187, 461]]"
3,17,6,haddock,361.3771756,82.20097323,22123,"[[159, 780], [225, 829]]",[45.15343562374917 39.37500555926173 114.19875472537247],"[[780, 666], [1023, 977]]"
3,18,0,saithe,663.2855133,122.0655562,63992,"[[332, 655], [232, 585]]",[48.6175023973768 32.34018003526464 74.87194914467783],"[[704, 401], [1174, 958]]"
3,18,1,other,307.2663616,65.96969001,14804.5,"[[957, 146], [893, 162]]",[31.41293993119873 48.434506483196614 118.6984652024345],"[[1623, 21], [1756, 328]]"
3,18,2,hake,534.7884709,75.02666193,31155.5,"[[899, 542], [974, 540]]",[49.97546824746169 32.46137352588762 91.92473355615816],"[[1613, 267], [1740, 824]]"
3,18,3,hake,441.1843796,80.02499609,28719,"[[585, 660], [587, 740]]",[44.71044888463118 29.76881757219105 109.60089640071165],"[[1082, 684], [1576, 789]]"
3,18,4,horse_mackerel,393.2759931,75.00666637,23832,"[[666, 530], [721, 479]]",[26.874515144012545 58.028348601138894 94.32136667491953],"[[1210, 357], [1572, 650]]"
3,18,5,cod,310.3456197,61,12829,"[[630, 168], [570, 157]]",[37.13152289669861 42.59980222120797 120.77696637760536],"[[1276, 43], [1353, 354]]"
3,18,6,haddock,351.7127651,70.68238819,19244.5,"[[748, 255], [812, 225]]",[27.859642857142855 47.963826530612245 115.07204081632653],"[[1409, 67], [1607, 391]]"
3,19,0,saithe,662.5868305,129.9576854,64285,"[[335, 269], [252, 369]]",[44.975117790164134 30.867197363963907 74.00203245773412],"[[743, 127], [1294, 606]]"
3,19,1,other,304.8806756,78.89233169,16523.5,"[[382, 713], [342, 781]]",[34.19294913644727 37.77636654994362 97.32909964983085],"[[939, 674], [1226, 850]]"
3,19,2,hake,537.3879473,78.87331615,33131.5,"[[372, 174], [422, 113]]",[65.1304024730991 30.254473574698295 105.56569169490518],"[[804, 2], [1264, 353]]"
